Zip.Code,Sample.Number,Date.Submitted,Analysis..Lead.,Lead.ppb,Analysis..Copper.,copper.ppb,Street..,Street.Name,City,N,income,ave.income
48507,LG88658,11/28/16,Lead,0,Copper,0,1513,RIDGELAWN,FLINT,13519,443937,32.83800577
48507,LG87323,11/17/16,Lead,3,Copper,0,2843,CONCORD ST,FLINT,13519,443937,32.83800577
48507,LG61940,7/25/16,Lead,2,Copper,0,1934,BARKS ST,FLINT,13519,443937,32.83800577
48507,LG82129,10/17/16,Lead,0,Copper,0,800,S SAGINAW ST,FLINT,13519,443937,32.83800577
48507,LG68222,8/19/16,Lead,0,Copper,70,2413,WELCH BLVD,FLINT,13519,443937,32.83800577
48507,LG85330,11/3/16,Lead,,Copper,,6505,DARYLL DR,FLINT,13519,443937,32.83800577
48507,LG77040,9/27/16,Lead,0,Copper,70,2602,NOLEN DR,FLINT,13519,443937,32.83800577
48507,LG60814,7/20/16,Lead,0,Copper,0,3614,WESLEY ST,FLINT,13519,443937,32.83800577
48507,LG60809,7/20/16,Lead,1,Copper,0,230,E JACKSON AVE,FLINT,13519,443937,32.83800577
48507,LG87378,11/17/16,Lead,0,Copper,0,2823,MALLERY ST,FLINT,13519,443937,32.83800577
48507,LG81108,10/10/16,Lead,18,Copper,0,926,BEARD ST,FLINT,13519,443937,32.83800577
48507,LG81088,10/10/16,Lead,6,Copper,0,2125,HILLS ST,FLINT,13519,443937,32.83800577
48507,LG67917,8/18/16,Lead,7,Copper,0,2041,CHURCH ST,FLINT,13519,443937,32.83800577
48507,LG74242,9/15/16,Lead,0,Copper,210,1953,LAUREL OAK DR,FLINT,13519,443937,32.83800577
48507,LG59587,7/14/16,Lead,0,Copper,80,625,W PHILADELPHIA BLVD,FLINT,13519,443937,32.83800577
48507,LG89864,12/5/16,Lead,,Copper,,1020,WOODSIDE DR,FLINT,13519,443937,32.83800577
48507,LG72835,9/12/16,Lead,1,Copper,0,633,W BISHOP AVE,FLINT,13519,443937,32.83800577
48507,LG75341,9/21/16,Lead,39,Copper,0,2820,CLEMENT ST,FLINT,13519,443937,32.83800577
48507,LG88015,11/21/16,Lead,,Copper,,1518,UNIVERSITY AVENUE,FLINT,13519,443937,32.83800577
48507,LG76087,9/22/16,Lead,60,Copper,270,2030,E COURT ST,FLINT,13519,443937,32.83800577
48507,LG87421,11/17/16,Lead,0,Copper,0,3414,HOGARTH AVE,FLINT,13519,443937,32.83800577
48507,LG75387,9/21/16,Lead,7,Copper,120,4710,CRESTBROOK LN,FLINT,13519,443937,32.83800577
48507,LG86729,11/14/16,Lead,6,Copper,430,6255,NEFF RD,FLINT,13519,443937,32.83800577
48507,LG67970,8/18/16,Lead,10,Copper,0,1434,TACOMA ST,FLINT,13519,443937,32.83800577
48507,LG86528,11/10/16,Lead,,Copper,,3462,EVERGREEN PKWY,FLINT,13519,443937,32.83800577
48507,LG88730,11/28/16,Lead,,Copper,,3714,EVERGREEN PKWY,FLINT,13519,443937,32.83800577
48507,LG83019,10/20/16,Lead,0,Copper,0,2711,MASON ST,FLINT,13519,443937,32.83800577
48507,LG61499,7/21/16,Lead,0,Copper,0,3239,HOLLY AVE,FLINT,13519,443937,32.83800577
48507,LG87349,11/17/16,Lead,0,Copper,0,3029,HELBER ST,FLINT,13519,443937,32.83800577
48507,LG66312,8/11/16,Lead,4,Copper,320,3312,HAWTHORNE DR,FLINT,13519,443937,32.83800577
48507,LG69496,8/25/16,Lead,2,Copper,0,136,E BALTIMORE BLVD,FLINT,13519,443937,32.83800577
48507,LG77501,9/27/16,Lead,69,Copper,0,1515,MILBOURNE AVE,FLINT,13519,443937,32.83800577
48507,LG58005,7/7/16,Lead,2,Copper,60,633,E BALTIMORE BLVD,FLINT,13519,443937,32.83800577
48507,LG61519,7/21/16,Lead,72,Copper,500,645,W MARENGO AVE,FLINT,13519,443937,32.83800577
48507,LG86544,11/10/16,Lead,,Copper,,1652,INDIANA AVE,FLINT,13519,443937,32.83800577
48507,LG92346,12/19/16,Lead,,Copper,,2602,NOLEN DR,FLINT,13519,443937,32.83800577
48507,LG87797,11/18/16,Lead,7,Copper,0,2614,MOUNTAIN AVE,FLINT,13519,443937,32.83800577
48507,LG67939,8/18/16,Lead,2,Copper,130,2525,E COURT ST,FLINT,13519,443937,32.83800577
48507,LG88034,11/21/16,Lead,,Copper,,1518,UNIVERSITY AVENUE,FLINT,13519,443937,32.83800577
48507,LG83442,10/24/16,Lead,,Copper,,1814,W HOME AVE,FLINT,13519,443937,32.83800577
48507,LG67875,8/18/16,Lead,1,Copper,0,4218,OGEMA AVE,FLINT,13519,443937,32.83800577
48507,LG67830,8/18/16,Lead,0,Copper,0,5915,SALLY CT,FLINT,13519,443937,32.83800577
48507,LG91183,12/12/16,Lead,,Copper,,611,LELAND ST,FLINT,13519,443937,32.83800577
48507,LG89404,12/1/16,Lead,0,Copper,0,3602,BROWNELL BLVD,FLINT,13519,443937,32.83800577
48507,LG84534,10/31/16,Lead,,Copper,,411,E WARREN ST,FLINT,13519,443937,32.83800577
48507,LG75356,9/21/16,Lead,8,Copper,0,2521,THOMAS ST,FLINT,13519,443937,32.83800577
48507,LG83046,10/20/16,Lead,6,Copper,0,2016,GOODRICH AVE,FLINT,13519,443937,32.83800577
48507,LG58846,7/12/16,Lead,0,Copper,100,3214,N AVERILL AVE,FLINT,13519,443937,32.83800577
48507,LG69553,8/25/16,Lead,54,Copper,1050,1221,INGLESIDE AVE,FLINT,13519,443937,32.83800577
48507,LG71360,9/6/16,Lead,53,Copper,210,1002,S SAGINAW ST,FLINT,13519,443937,32.83800577
48507,LG83424,10/24/16,Lead,0,Copper,0,1717,LAUREL OAK DR,FLINT,13519,443937,32.83800577
48507,LG83039,10/20/16,Lead,2,Copper,60,401,COURT ST,FLINT,13519,443937,32.83800577
48507,LG59615,7/14/16,Lead,24,Copper,130,902,E COURT ST - RICHERT MANOR LOBBY,FLINT,13519,443937,32.83800577
48507,LG68004,8/18/16,Lead,3,Copper,0,5602,BALDWIN BLVD,FLINT,13519,443937,32.83800577
48507,LG77538,9/27/16,Lead,0,Copper,0,1201,N GRAND TRAVERSE ST,FLINT,13519,443937,32.83800577
48507,LG84137,10/27/16,Lead,,Copper,,1328,BELLCREEK DR,FLINT,13519,443937,32.83800577
48507,LG83438,10/24/16,Lead,,Copper,,2709,BRANDON ST,FLINT,13519,443937,32.83800577
48507,LG61126,7/20/16,Lead,0,Copper,130,1201,N GRAND TRAVERSE ST,FLINT,13519,443937,32.83800577
48507,LG87673,11/17/16,Lead,1,Copper,110,5601,MARLOWE DR,FLINT,13519,443937,32.83800577
48507,LG67936,8/18/16,Lead,12,Copper,90,3421,CONCORD ST,FLINT,13519,443937,32.83800577
48507,LG83433,10/24/16,Lead,0,Copper,0,621,W COURT ST,FLINT,13519,443937,32.83800577
48507,LG72799,9/12/16,Lead,145,Copper,"1,510",1825,DAKOTA AVE,FLINT,13519,443937,32.83800577
48507,LG58021,7/7/16,Lead,0,Copper,0,2710,EPSILON TRL,FLINT,13519,443937,32.83800577
48507,LG74870,9/19/16,Lead,0,Copper,0,902,E COURT ST,FLINT,13519,443937,32.83800577
48507,LG74221,9/15/16,Lead,0,Copper,0,2701,PROSPECT ST,FLINT,13519,443937,32.83800577
48507,LG89891,12/5/16,Lead,,Copper,,0,CARMAN PARK,FLINT,13519,443937,32.83800577
48507,LG81800,10/13/16,Lead,0,Copper,80,1201,W GRAND TRAVERSE ST,FLINT,13519,443937,32.83800577
48507,LG70048,8/29/16,Lead,0,Copper,0,3622,GRATIOT AVE,FLINT,13519,443937,32.83800577
48507,LG88026,11/21/16,Lead,,Copper,,1518,UNIVERSITY AVENUE,FLINT,13519,443937,32.83800577
48507,LG74239,9/15/16,Lead,0,Copper,0,4901,CANTERBURY LN,FLINT,13519,443937,32.83800577
48507,LG72148,9/8/16,Lead,0,Copper,0,3622,GRATIOT AVE,FLINT,13519,443937,32.83800577
48507,LG77553,9/27/16,Lead,0,Copper,60,1201,N GRAND TRAVERSE ST,FLINT,13519,443937,32.83800577
48507,LG77554,9/27/16,Lead,0,Copper,60,1201,N GRAND TRAVERSE ST,FLINT,13519,443937,32.83800577
48507,LG87424,11/17/16,Lead,2,Copper,0,3513,CLAIRMONT ST,FLINT,13519,443937,32.83800577
48507,LG87343,11/17/16,Lead,3,Copper,0,421,W WITHERBEE ST,FLINT,13519,443937,32.83800577
48507,LG67837,8/18/16,Lead,3,Copper,60,2816,CLEMENT ST,FLINT,13519,443937,32.83800577
48507,LG60609,7/19/16,Lead,6,Copper,0,737,CLINTON ST,FLINT,13519,443937,32.83800577
48507,LG61094,7/20/16,Lead,0,Copper,0,1802,CARMANBROOK PKWY,FLINT,13519,443937,32.83800577
48507,LG84158,10/27/16,Lead,0,Copper,0,930,REMINGTON AVE,FLINT,13519,443937,32.83800577
48507,LG60802,7/20/16,Lead,8,Copper,0,2831,MALLERY ST,FLINT,13519,443937,32.83800577
48507,LG75326,9/21/16,Lead,1,Copper,0,4208,OGEMA AVE,FLINT,13519,443937,32.83800577
48507,LG85367,11/3/16,Lead,0,Copper,70,5706,SUBURBAN CT,FLINT,13519,443937,32.83800577
48507,LG61948,7/25/16,Lead,3,Copper,0,2530,PADUCAH ST,FLINT,13519,443937,32.83800577
48507,LG60784,7/20/16,Lead,0,Copper,0,1109,NELSON ST,FLINT,13519,443937,32.83800577
48507,LG83418,10/24/16,Lead,0,Copper,260,3331,MENOMINEE AVE,BURTON,13519,443937,32.83800577
48507,LG74240,9/15/16,Lead,0,Copper,0,1213,BLANCHARD AVE,FLINT,13519,443937,32.83800577
48507,LG67879,8/18/16,Lead,3,Copper,50,1297,KEARSLEY PARK BLVD,FLINT,13519,443937,32.83800577
48507,LG66330,8/11/16,Lead,0,Copper,0,610,W MCCLELLAN ST,FLINT,13519,443937,32.83800577
48507,LG72159,9/8/16,Lead,0,Copper,60,4002,GREENBROOK LN,FLINT,13519,443937,32.83800577
48507,LG60672,7/19/16,Lead,0,Copper,100,1351,N BALLENGER HWY,FLINT,13519,443937,32.83800577
48507,LG75343,9/21/16,Lead,3,Copper,60,2619,LANDON ST,FLINT,13519,443937,32.83800577
48507,LG58022,7/7/16,Lead,0,Copper,0,200,BARTON ST,FLINT,13519,443937,32.83800577
48507,LG83091,10/20/16,Lead,,Copper,,1827,OAK BROOK CIR,FLINT,13519,443937,32.83800577
48507,LG76081,9/22/16,Lead,3,Copper,0,652,CRAWFORD ST,FLINT,13519,443937,32.83800577
48507,LG91177,12/12/16,Lead,,Copper,,913,FREMONT ST,FLINT,13519,443937,32.83800577
48507,LG64561,8/4/16,Lead,2,Copper,0,801,BLANCHARD AVE,FLINT,13519,443937,32.83800577
48507,LG60795,7/20/16,Lead,1,Copper,160,2808,MALLERY ST,FLINT,13519,443937,32.83800577
48507,LG88139,11/21/16,Lead,0,Copper,0,2646,LAWNDALE AVE,FLINT,13519,443937,32.83800577
48507,LG83022,10/20/16,Lead,0,Copper,0,2646,LAWNDALE AVE,FLINT,13519,443937,32.83800577
48507,LG87423,11/17/16,Lead,14,Copper,110,3513,HOGARTH AVE,FLINT,13519,443937,32.83800577
48507,LG65013,8/8/16,Lead,0,Copper,310,325,W STEWART AVE,FLINT,13519,443937,32.83800577
48507,LG69508,8/25/16,Lead,0,Copper,0,3213,LEITH ST,FLINT,13519,443937,32.83800577
48507,LG76105,9/22/16,Lead,0,Copper,0,3817,W COURT ST,FLINT,13519,443937,32.83800577
48507,LG74848,9/19/16,Lead,0,Copper,0,321,W WITHERBEE ST,FLINT,13519,443937,32.83800577
48507,LG79609,10/3/16,Lead,0,Copper,0,2200,N DORT HWY,FLINT,13519,443937,32.83800577
48507,LG67849,8/18/16,Lead,1,Copper,0,632,CRAWFORD ST,FLINT,13519,443937,32.83800577
48507,LG60602,7/19/16,Lead,9,Copper,0,3402,HOGARTH AVE,FLINT,13519,443937,32.83800577
48507,LG68014,8/18/16,Lead,0,Copper,0,1122,OSSINGTON AVE,FLINT,13519,443937,32.83800577
48507,LG67901,8/18/16,Lead,1,Copper,80,2622,MOUNTAIN AVE,FLINT,13519,443937,32.83800577
48507,LG58026,7/7/16,Lead,6,Copper,170,3115,RASKOB ST,FLINT,13519,443937,32.83800577
48507,LG76098,9/22/16,Lead,2,Copper,0,2824,MALLERY ST,FLINT,13519,443937,32.83800577
48507,LG87426,11/17/16,Lead,1,Copper,0,750,CRAWFORD ST,FLINT,13519,443937,32.83800577
48507,LG78669,9/29/16,Lead,0,Copper,160,2022,OXFORD LN,FLINT,13519,443937,32.83800577
48507,LG81095,10/10/16,Lead,0,Copper,0,4701,CLOVERLAWN DR,FLINT,13519,443937,32.83800577
48507,LG67854,8/18/16,Lead,1,Copper,60,4709,CRESTBROOK LN,FLINT,13519,443937,32.83800577
48507,LG81105,10/10/16,Lead,0,Copper,70,2608,WALTER ST,FLINT,13519,443937,32.83800577
48507,LG92042,12/15/16,Lead,0,Copper,70,3625,CORUNNA RD,FLINT,13519,443937,32.83800577
48507,LG63024,7/28/16,Lead,44,Copper,0,321,W WITHERBEE ST,FLINT,13519,443937,32.83800577
48507,LG69506,8/25/16,Lead,0,Copper,0,3736,LORRAINE AVE,FLINT,13519,443937,32.83800577
48507,LG58047,7/7/16,Lead,1,Copper,70,921,SCOTT ST,FLINT,13519,443937,32.83800577
48507,LG92049,12/15/16,Lead,0,Copper,130,5201,SAGINAW ST,FLINT,13519,443937,32.83800577
48507,LG67831,8/18/16,Lead,8,Copper,0,3168,MASON ST,FLINT,13519,443937,32.83800577
48507,LG88733,11/28/16,Lead,,Copper,,916,HUBBARD AVE,FLINT,13519,443937,32.83800577
48507,LG61111,7/20/16,Lead,0,Copper,110,1201,N GRAND TRAVERSE ST,FLINT,13519,443937,32.83800577
48507,LG72145,9/8/16,Lead,0,Copper,0,2125,HILLS ST,FLINT,13519,443937,32.83800577
48507,LG61932,7/25/16,Lead,1,Copper,60,633,E BALTIMORE BLVD,FLINT,13519,443937,32.83800577
48507,LG84150,10/27/16,Lead,,Copper,,1656,MONTANA AVE APT 122,FLINT,13519,443937,32.83800577
48507,LG84544,10/31/16,Lead,,Copper,,2207,HILLS ST,FLINT,13519,443937,32.83800577
48507,LG61084,7/20/16,Lead,51,Copper,0,1213,W HAMILTON AVE,FLINT,13519,443937,32.83800577
48507,LG61495,7/21/16,Lead,1,Copper,0,1445,E HAMILTON AVE,FLINT,13519,443937,32.83800577
48507,LG69530,8/25/16,Lead,3,Copper,0,1301,CRAWFORD ST,FLINT,13519,443937,32.83800577
48507,LG87683,11/17/16,Lead,,Copper,,2419,WELCH BLVD,FLINT,13519,443937,32.83800577
48507,LG60217,7/18/16,Lead,17,Copper,90,,,FLINT,13519,443937,32.83800577
48507,LG88127,11/21/16,Lead,0,Copper,0,1932,ECKLEY AVE,FLINT,13519,443937,32.83800577
48507,LG88008,11/21/16,Lead,,Copper,,1518,UNIVERSITY AVENUE,FLINT,13519,443937,32.83800577
48507,LG61614,7/21/16,Lead,2,Copper,0,652,CRAWFORD ST,FLINT,13519,443937,32.83800577
48507,LG58065,7/7/16,Lead,0,Copper,210,930,BEACH ST,FLINT,13519,443937,32.83800577
48507,LG57992,7/7/16,Lead,18,Copper,50,2409,HILLS ST,FLINT,13519,443937,32.83800577
48507,LG67995,8/18/16,Lead,0,Copper,0,5713,WESTERN RD,FLINT,13519,443937,32.83800577
48507,LG67938,8/18/16,Lead,0,Copper,0,3402,HOGARTH AVE,FLINT,13519,443937,32.83800577
48507,LG61950,7/25/16,Lead,10,Copper,0,729,PIERSON ST,FLINT,13519,443937,32.83800577
48507,LG75400,9/21/16,Lead,0,Copper,0,3414,HOGARTH AVE,FLINT,13519,443937,32.83800577
48507,LG88065,11/21/16,Lead,,Copper,,6602,OXLEY DR,FLINT,13519,443937,32.83800577
48507,LG59628,7/14/16,Lead,0,Copper,0,4701,CLOVERLAWN DR,FLINT,13519,443937,32.83800577
48507,LG70040,8/29/16,Lead,0,Copper,0,6497,BRAY RD,FLINT,13519,443937,32.83800577
48507,LG74860,9/19/16,Lead,10,Copper,0,624,STEVENSON ST,FLINT,13519,443937,32.83800577
48507,LG59603,7/14/16,Lead,66,Copper,210,2413,CREST CT #311,FLINT,13519,443937,32.83800577
48507,LG75360,9/21/16,Lead,67,Copper,210,2721,BEGOLE ST,FLINT,13519,443937,32.83800577
48507,LG72160,9/8/16,Lead,67,Copper,0,2412,WOODROW AVE,FLINT,13519,443937,32.83800577
48507,LG76232,9/22/16,Lead,10,Copper,0,1407,WELCH BLVD,FLINT,13519,443937,32.83800577
48507,LG74853,9/19/16,Lead,0,Copper,0,1014,MAXINE ST,FLINT,13519,443937,32.83800577
48507,LG72155,9/8/16,Lead,10,Copper,120,3211,WESTWOOD PKWY,FLINT,13519,443937,32.83800577
48507,LG69485,8/25/16,Lead,2,Copper,120,1831,OAKBROOK CIR,FLINT,13519,443937,32.83800577
48507,LG58001,7/7/16,Lead,4,Copper,0,624,STEVENSON ST,FLINT,13519,443937,32.83800577
48507,LG91194,12/12/16,Lead,,Copper,,3008,IROQUOIS AVE,FLINT,13519,443937,32.83800577
48507,LG67921,8/18/16,Lead,0,Copper,60,1026,MAXINE ST,FLINT,13519,443937,32.83800577
48507,LG87327,11/17/16,Lead,0,Copper,50,1026,MAXINE ST,FLINT,13519,443937,32.83800577
48507,LG78686,9/29/16,Lead,0,Copper,0,1818,WHITTLESEY ST,FLINT,13519,443937,32.83800577
48507,LG82144,10/17/16,Lead,0,Copper,0,1839,WHITTLESEY ST,FLINT,13519,443937,32.83800577
48507,LG86712,11/14/16,Lead,,Copper,,2017,WHITTLESEY ST,FLINT,13519,443937,32.83800577
48507,LG66319,8/11/16,Lead,21,Copper,0,1053,N CHEVROLET AVE,FLINT,13519,443937,32.83800577
48507,LG67955,8/18/16,Lead,4,Copper,0,2819,MALLERY ST,FLINT,13519,443937,32.83800577
48507,LG87371,11/17/16,Lead,89,Copper,110,519,CHALMERS ST,FLINT,13519,443937,32.83800577
48507,LG67989,8/18/16,Lead,0,Copper,0,4372,PHEASANT DR,FLINT,13519,443937,32.83800577
48507,LG89887,12/5/16,Lead,,Copper,,713,LELAND ST,FLINT,13519,443937,32.83800577
48507,LG69517,8/25/16,Lead,0,Copper,240,3331,MENOMINEE AVE,FLINT,13519,443937,32.83800577
48507,LG87410,11/17/16,Lead,4,Copper,0,2233,MT ELLIOT AVE,FLINT,13519,443937,32.83800577
48507,LG58020,7/7/16,Lead,11,Copper,0,1909,MONTEITH ST,FLINT,13519,443937,32.83800577
48507,LG76240,9/22/16,Lead,7,Copper,0,2535,WALTER ST,FLINT,13519,443937,32.83800577
48507,LG93152,12/22/16,Lead,,Copper,,1710,LINWOOD AVE,FLINT,13519,443937,32.83800577
48507,LG82139,10/17/16,Lead,2,Copper,0,1901,MONTEITH ST,FLINT,13519,443937,32.83800577
48507,LG86703,11/14/16,Lead,,Copper,,3402,SANTA CLARA CT,FLINT,13519,443937,32.83800577
48507,LG83086,10/20/16,Lead,,Copper,,2810,NORBERT ST,FLINT,13519,443937,32.83800577
48507,LG72168,9/8/16,Lead,0,Copper,70,913,FREMONT ST,FLINT,13519,443937,32.83800577
48507,LG60229,7/18/16,Lead,3,Copper,90,2330,S DORT HWY,FLINT,13519,443937,32.83800577
48507,LG84537,10/31/16,Lead,,Copper,,622,EDMUND ST,FLINT,13519,443937,32.83800577
48507,LG87350,11/17/16,Lead,2,Copper,130,1351,N BALLENGER HWY,FLINT,13519,443937,32.83800577
48507,LG69528,8/25/16,Lead,25,Copper,70,2326,BEGOLE ST,FLINT,13519,443937,32.83800577
48507,LG92329,12/19/16,Lead,7,Copper,120,2810,PARKSIDE DR,FLINT,13519,443937,32.83800577
48507,LG66708,8/15/16,Lead,1,Copper,0,1418,BERRYWOOD LN,FLINT,13519,443937,32.83800577
48507,LG87429,11/17/16,Lead,3,Copper,60,1206,BLANCHARD AVE,FLINT,13519,443937,32.83800577
48507,LG87444,11/17/16,Lead,4,Copper,0,1613,PARK ST,FLINT,13519,443937,32.83800577
48507,LG84146,10/27/16,Lead,,Copper,,2402,PIERLE,FLINT,13519,443937,32.83800577
48507,LG68462,8/22/16,Lead,0,Copper,0,544,BURROUGHS AVE,FLINT,13519,443937,32.83800577
48507,LG77544,9/27/16,Lead,0,Copper,0,1201,N GRAND TRAVERSE ST,FLINT,13519,443937,32.83800577
48507,LG58833,7/12/16,Lead,0,Copper,0,2438,MISSOURI AVE,FLINT,13519,443937,32.83800577
48507,LG78674,9/29/16,Lead,1,Copper,60,1537,BRADLEY AVE,FLINT,13519,443937,32.83800577
48507,LG74857,9/19/16,Lead,0,Copper,0,3213,KEYES ST,FLINT,13519,443937,32.83800577
48507,LG64527,8/4/16,Lead,2,Copper,0,519,GREENFIELD AVE,FLINT,13519,443937,32.83800577
48507,LG85726,11/7/16,Lead,,Copper,,602,W BISHOP AVE,FLINT,13519,443937,32.83800577
48507,LG75350,9/21/16,Lead,12,Copper,80,1629,PONTIAC ST,FLINT,13519,443937,32.83800577
48507,LG75381,9/21/16,Lead,0,Copper,60,1618,WOODSLEA DR,FLINT,13519,443937,32.83800577
48507,LG60659,7/19/16,Lead,15,Copper,90,2961,NATHAN AVE,FLINT,13519,443937,32.83800577
48507,LG84539,10/31/16,Lead,,Copper,,2205,DAKOTA AVE,FLINT,13519,443937,32.83800577
48507,LG70065,8/29/16,Lead,0,Copper,0,3617,HERRICK ST,FLINT,13519,443937,32.83800577
48507,LG68220,8/19/16,Lead,3,Copper,0,2812,CLEMENT ST,FLINT,13519,443937,32.83800577
48507,LG85698,11/7/16,Lead,185,Copper,290,2630,PROCTOR ST,FLINT,13519,443937,32.83800577
48507,LG80764,10/6/16,Lead,0,Copper,0,4329,RED ARROW RD,FLINT,13519,443937,32.83800577
48507,LG74840,9/19/16,Lead,0,Copper,0,1506,KNIGHT AVE,FLINT,13519,443937,32.83800577
48507,LG58840,7/12/16,Lead,32,Copper,90,2408,ALEXANDER ST,FLINT,13519,443937,32.83800577
48507,LG86713,11/14/16,Lead,,Copper,,1506,KNIGHT AVE,FLINT,13519,443937,32.83800577
48507,LG75346,9/21/16,Lead,3,Copper,0,1233,WASHINGTON AVE,FLINT,13519,443937,32.83800577
48507,LG88551,11/23/16,Lead,,Copper,,3922,REYNOLDS ST,FLINT,13519,443937,32.83800577
48507,LG87624,11/17/16,Lead,,Copper,,,RICHFIELD PRESCHOOL PRE-K,FLINT,13519,443937,32.83800577
48507,LG67957,8/18/16,Lead,3,Copper,100,210,WELCH BLVD,FLINT,13519,443937,32.83800577
48507,LG87796,11/18/16,Lead,6,Copper,0,546,E ATHERTON RD,FLINT,13519,443937,32.83800577
48507,LG75335,9/21/16,Lead,0,Copper,0,258,E HOBSON AVE,FLINT,13519,443937,32.83800577
48507,LG79608,10/3/16,Lead,2,Copper,0,719,KENSINGTON AVE,FLINT,13519,443937,32.83800577
48507,LG87445,11/17/16,Lead,0,Copper,90,2710,LAKEWOOD DR,FLINT,13519,443937,32.83800577
48507,LG58014,7/7/16,Lead,2,Copper,0,919,VERMILYA AVE,FLINT,13519,443937,32.83800577
48507,LG67909,8/18/16,Lead,0,Copper,70,519,CHALMERS ST,FLINT,13519,443937,32.83800577
48507,LG71007,9/1/16,Lead,6,Copper,0,2721,HILLCREST AVE,FLINT,13519,443937,32.83800577
48507,LG75398,9/21/16,Lead,8,Copper,150,3405,WESTWOOD PKWY,FLINT,13519,443937,32.83800577
48507,LG85357,11/3/16,Lead,0,Copper,90,1813,ROCKCREEK LN,FLINT,13519,443937,32.83800577
48507,LG90032,12/6/16,Lead,,Copper,,27725,GREENFIELD,SOUTHFIELD,13519,443937,32.83800577
48507,LG61518,7/21/16,Lead,0,Copper,100,,,FLINT,13519,443937,32.83800577
48507,LG76873,9/26/16,Lead,0,Copper,70,618,E BISHOP AVE,FLINT,13519,443937,32.83800577
48507,LG87452,11/17/16,Lead,0,Copper,0,4218,OGEMA AVE,FLINT,13519,443937,32.83800577
48507,LG88154,11/21/16,Lead,4,Copper,0,705,ALVORD AVE,FLINT,13519,443937,32.83800577
48507,LG66702,8/15/16,Lead,1,Copper,80,2406,PIERCE ST,FLINT,13519,443937,32.83800577
48507,LG61080,7/20/16,Lead,6,Copper,0,1515,MILBOURNE AVE,FLINT,13519,443937,32.83800577
48507,LG68215,8/19/16,Lead,0,Copper,0,426,S FRANKLIN AVE,FLINT,13519,443937,32.83800577
48507,LG81115,10/10/16,Lead,3,Copper,0,2030,DWIGHT AVE,FLINT,13519,443937,32.83800577
48507,LG67894,8/18/16,Lead,14,Copper,0,2831,MALLERY ST,FLINT,13519,443937,32.83800577
48507,LG63001,7/28/16,Lead,1,Copper,0,311,ROBBIE LN,FLINT,13519,443937,32.83800577
48507,LG59591,7/14/16,Lead,9,Copper,0,1141,EDITH AVE,FLINT,13519,443937,32.83800577
48507,LG58871,7/12/16,Lead,0,Copper,80,3441,HAWTHORNE DR,FLINT,13519,443937,32.83800577
48507,LG61538,7/21/16,Lead,0,Copper,0,512,S GRAND TRAVERSE ST,FLINT,13519,443937,32.83800577
48507,LG60799,7/20/16,Lead,2,Copper,0,2820,MALLERY ST,FLINT,13519,443937,32.83800577
48507,LG67937,8/18/16,Lead,9,Copper,80,3513,HOGARTH AVE,FLINT,13519,443937,32.83800577
48507,LG76891,9/26/16,Lead,0,Copper,0,,,FLINT,13519,443937,32.83800577
48507,LG72825,9/12/16,Lead,3,Copper,0,734,FREEMAN AVE,FLINT,13519,443937,32.83800577
48507,LG88655,11/28/16,Lead,0,Copper,0,806,DUPONT,FLINT,13519,443937,32.83800577
48507,LG61138,7/20/16,Lead,3,Copper,270,1201,N GRAND TRAVERSE ST,FLINT,13519,443937,32.83800577
48507,LG61191,7/20/16,Lead,1,Copper,60,1379,WASHINGTON AVE,FLINT,13519,443937,32.83800577
48507,LG60622,7/19/16,Lead,5,Copper,0,636,CRAWFORD ST,FLINT,13519,443937,32.83800577
48507,LG58850,7/12/16,Lead,0,Copper,0,618,S MEADE ST,FLINT,13519,443937,32.83800577
48507,LG66715,8/15/16,Lead,0,Copper,0,2514,CHURCHILL AVE,FLINT,13519,443937,32.83800577
48507,LG76106,9/22/16,Lead,4,Copper,0,2811,CLEMENT ST,FLINT,13519,443937,32.83800577
48507,LG58024,7/7/16,Lead,0,Copper,0,3036,BERTHA AVE,FLINT,13519,443937,32.83800577
48507,LG83041,10/20/16,Lead,0,Copper,0,303,S SAGINAW ST,FLINT,13519,443937,32.83800577
48507,LG70009,8/29/16,Lead,9,Copper,0,1213,W HAMILTON AVE,FLINT,13519,443937,32.83800577
48507,LG61536,7/21/16,Lead,0,Copper,0,722,E SECOND ST,FLINT,13519,443937,32.83800577
48507,LG61193,7/20/16,Lead,2,Copper,60,733,CLINTON ST,FLINT,13519,443937,32.83800577
48507,LG89851,12/5/16,Lead,,Copper,,1227,CLEVELAND AVE,FLINT,13519,443937,32.83800577
48507,LG58059,7/7/16,Lead,1,Copper,390,118,STOCKDALE ST,FLINT,13519,443937,32.83800577
48507,LG82133,10/17/16,Lead,0,Copper,0,755,S SAGINAW ST,FLINT,13519,443937,32.83800577
48507,LG71366,9/6/16,Lead,0,Copper,0,3607,LYNN ST,FLINT,13519,443937,32.83800577
48507,LG66309,8/11/16,Lead,0,Copper,70,525,MACDONALD AVE,FLINT,13519,443937,32.83800577
48507,LG84149,10/27/16,Lead,,Copper,,2578,THOMAS ST,FLINT,13519,443937,32.83800577
48507,LG88052,11/21/16,Lead,,Copper,,6602,OXLEY DR,FLINT,13519,443937,32.83800577
48507,LG60205,7/18/16,Lead,1,Copper,50,1817,TUSCOLA ST,FLINT,13519,443937,32.83800577
